Trial,S1_A_val,S1_A_std,S1_B_val,S2_A_val,S2_A_std,S2_B_val
212,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
213,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
214,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
215,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
216,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
217,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
218,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
219,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
220,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
221,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
222,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
223,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
224,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
225,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
226,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
227,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
228,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
229,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
230,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
231,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
232,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
233,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
234,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
235,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
236,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
237,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
238,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
239,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
240,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
241,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
242,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
243,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
244,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
245,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
246,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
247,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
248,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
249,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
250,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
251,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
252,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
253,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
254,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
255,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
256,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
257,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
258,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
259,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
260,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
261,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
262,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
263,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
264,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
265,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
266,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
267,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
268,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
269,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
270,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
271,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
272,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
273,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
274,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
275,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
276,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
277,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
278,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
279,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
280,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
281,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
282,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
283,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
284,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
285,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
286,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
287,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
288,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
289,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
290,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
291,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
292,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
293,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
294,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
295,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
296,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
297,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
298,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
299,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
300,-10,0.175,10,-4.865771812080537,0,-4.865771812080537
301,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
302,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
303,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
304,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
305,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
306,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
307,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
308,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
309,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
310,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
311,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
312,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
313,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
314,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
315,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
316,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
317,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
318,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
319,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
320,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
321,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
322,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
323,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
324,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
325,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
326,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
327,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
328,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
329,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
330,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
331,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
332,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
333,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
334,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
335,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
336,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
337,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
338,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
339,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
340,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
341,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
342,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
343,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
344,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
345,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
346,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
347,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
348,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
349,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
350,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
351,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
352,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
353,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
354,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
355,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
356,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
357,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
358,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
359,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
360,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
361,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
362,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
363,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
364,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
365,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
366,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
367,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
368,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
369,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
370,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
371,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
372,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
373,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
374,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
375,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
376,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
377,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
378,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
379,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
380,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
381,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
382,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
383,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
384,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
385,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
386,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
387,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
388,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
389,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
390,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
391,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
392,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
393,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
394,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
395,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
396,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
397,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
398,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
399,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
400,-10,0.175,10,-4.798657718120805,0,-4.798657718120805
401,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
402,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
403,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
404,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
405,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
406,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
407,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
408,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
409,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
410,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
411,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
412,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
413,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
414,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
415,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
416,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
417,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
418,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
419,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
420,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
421,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
422,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
423,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
424,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
425,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
426,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
427,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
428,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
429,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
430,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
431,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
432,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
433,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
434,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
435,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
436,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
437,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
438,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
439,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
440,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
441,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
442,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
443,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
444,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
445,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
446,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
447,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
448,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
449,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
450,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
451,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
452,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
453,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
454,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
455,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
456,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
457,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
458,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
459,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
460,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
461,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
462,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
463,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
464,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
465,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
466,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
467,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
468,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
469,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
470,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
471,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
472,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
473,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
474,-10,0.175,10,-4.731543624161074,0,-4.731543624161074
