Trial,S1_A_val,S1_A_std,S1_B_val,S2_A_val,S2_A_std,S2_B_val
885,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
886,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
887,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
888,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
889,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
890,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
891,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
892,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
893,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
894,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
895,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
896,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
897,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
898,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
899,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
900,0,8,0,-4.4630872483221475,0.18,-4.4630872483221475
901,0,8,0,-4.395973154362416,0.18,-4.395973154362416
902,0,8,0,-4.395973154362416,0.18,-4.395973154362416
903,0,8,0,-4.395973154362416,0.18,-4.395973154362416
904,0,8,0,-4.395973154362416,0.18,-4.395973154362416
905,0,8,0,-4.395973154362416,0.18,-4.395973154362416
906,0,8,0,-4.395973154362416,0.18,-4.395973154362416
907,0,8,0,-4.395973154362416,0.18,-4.395973154362416
908,0,8,0,-4.395973154362416,0.18,-4.395973154362416
909,0,8,0,-4.395973154362416,0.18,-4.395973154362416
910,0,8,0,-4.395973154362416,0.18,-4.395973154362416
911,0,8,0,-4.395973154362416,0.18,-4.395973154362416
912,0,8,0,-4.395973154362416,0.18,-4.395973154362416
913,0,8,0,-4.395973154362416,0.18,-4.395973154362416
914,0,8,0,-4.395973154362416,0.18,-4.395973154362416
915,0,8,0,-4.395973154362416,0.18,-4.395973154362416
916,0,8,0,-4.395973154362416,0.18,-4.395973154362416
917,0,8,0,-4.395973154362416,0.18,-4.395973154362416
918,0,8,0,-4.395973154362416,0.18,-4.395973154362416
919,0,8,0,-4.395973154362416,0.18,-4.395973154362416
920,0,8,0,-4.395973154362416,0.18,-4.395973154362416
921,0,8,0,-4.395973154362416,0.18,-4.395973154362416
922,0,8,0,-4.395973154362416,0.18,-4.395973154362416
923,0,8,0,-4.395973154362416,0.18,-4.395973154362416
924,0,8,0,-4.395973154362416,0.18,-4.395973154362416
925,0,8,0,-4.395973154362416,0.18,-4.395973154362416
926,0,8,0,-4.395973154362416,0.18,-4.395973154362416
927,0,8,0,-4.395973154362416,0.18,-4.395973154362416
928,0,8,0,-4.395973154362416,0.18,-4.395973154362416
929,0,8,0,-4.395973154362416,0.18,-4.395973154362416
930,0,8,0,-4.395973154362416,0.18,-4.395973154362416
931,0,8,0,-4.395973154362416,0.18,-4.395973154362416
932,0,8,0,-4.395973154362416,0.18,-4.395973154362416
933,0,8,0,-4.395973154362416,0.18,-4.395973154362416
934,0,8,0,-4.395973154362416,0.18,-4.395973154362416
935,0,8,0,-4.395973154362416,0.18,-4.395973154362416
936,0,8,0,-4.395973154362416,0.18,-4.395973154362416
937,0,8,0,-4.395973154362416,0.18,-4.395973154362416
938,0,8,0,-4.395973154362416,0.18,-4.395973154362416
939,0,8,0,-4.395973154362416,0.18,-4.395973154362416
940,0,8,0,-4.395973154362416,0.18,-4.395973154362416
941,0,8,0,-4.395973154362416,0.18,-4.395973154362416
942,0,8,0,-4.395973154362416,0.18,-4.395973154362416
943,0,8,0,-4.395973154362416,0.18,-4.395973154362416
944,0,8,0,-4.395973154362416,0.18,-4.395973154362416
945,0,8,0,-4.395973154362416,0.18,-4.395973154362416
946,0,8,0,-4.395973154362416,0.18,-4.395973154362416
947,0,8,0,-4.395973154362416,0.18,-4.395973154362416
948,0,8,0,-4.395973154362416,0.18,-4.395973154362416
949,0,8,0,-4.395973154362416,0.18,-4.395973154362416
950,0,8,0,-4.395973154362416,0.18,-4.395973154362416
951,0,8,0,-4.395973154362416,0.18,-4.395973154362416
952,0,8,0,-4.395973154362416,0.18,-4.395973154362416
953,0,8,0,-4.395973154362416,0.18,-4.395973154362416
954,0,8,0,-4.395973154362416,0.18,-4.395973154362416
955,0,8,0,-4.395973154362416,0.18,-4.395973154362416
956,0,8,0,-4.395973154362416,0.18,-4.395973154362416
957,0,8,0,-4.395973154362416,0.18,-4.395973154362416
958,0,8,0,-4.395973154362416,0.18,-4.395973154362416
959,0,8,0,-4.395973154362416,0.18,-4.395973154362416
960,0,8,0,-4.395973154362416,0.18,-4.395973154362416
961,0,8,0,-4.395973154362416,0.18,-4.395973154362416
962,0,8,0,-4.395973154362416,0.18,-4.395973154362416
963,0,8,0,-4.395973154362416,0.18,-4.395973154362416
964,0,8,0,-4.395973154362416,0.18,-4.395973154362416
965,0,8,0,-4.395973154362416,0.18,-4.395973154362416
966,0,8,0,-4.395973154362416,0.18,-4.395973154362416
967,0,8,0,-4.395973154362416,0.18,-4.395973154362416
968,0,8,0,-4.395973154362416,0.18,-4.395973154362416
969,0,8,0,-4.395973154362416,0.18,-4.395973154362416
970,0,8,0,-4.395973154362416,0.18,-4.395973154362416
971,0,8,0,-4.395973154362416,0.18,-4.395973154362416
972,0,8,0,-4.395973154362416,0.18,-4.395973154362416
973,0,8,0,-4.395973154362416,0.18,-4.395973154362416
974,0,8,0,-4.395973154362416,0.18,-4.395973154362416
975,0,8,0,-4.395973154362416,0.18,-4.395973154362416
976,0,8,0,-4.395973154362416,0.18,-4.395973154362416
977,0,8,0,-4.395973154362416,0.18,-4.395973154362416
978,0,8,0,-4.395973154362416,0.18,-4.395973154362416
979,0,8,0,-4.395973154362416,0.18,-4.395973154362416
980,0,8,0,-4.395973154362416,0.18,-4.395973154362416
981,0,8,0,-4.395973154362416,0.18,-4.395973154362416
982,0,8,0,-4.395973154362416,0.18,-4.395973154362416
983,0,8,0,-4.395973154362416,0.18,-4.395973154362416
984,0,8,0,-4.395973154362416,0.18,-4.395973154362416
985,0,8,0,-4.395973154362416,0.18,-4.395973154362416
986,0,8,0,-4.395973154362416,0.18,-4.395973154362416
987,0,8,0,-4.395973154362416,0.18,-4.395973154362416
988,0,8,0,-4.395973154362416,0.18,-4.395973154362416
989,0,8,0,-4.395973154362416,0.18,-4.395973154362416
990,0,8,0,-4.395973154362416,0.18,-4.395973154362416
991,0,8,0,-4.395973154362416,0.18,-4.395973154362416
992,0,8,0,-4.395973154362416,0.18,-4.395973154362416
993,0,8,0,-4.395973154362416,0.18,-4.395973154362416
994,0,8,0,-4.395973154362416,0.18,-4.395973154362416
995,0,8,0,-4.395973154362416,0.18,-4.395973154362416
996,0,8,0,-4.395973154362416,0.18,-4.395973154362416
997,0,8,0,-4.395973154362416,0.18,-4.395973154362416
998,0,8,0,-4.395973154362416,0.18,-4.395973154362416
999,0,8,0,-4.395973154362416,0.18,-4.395973154362416
1000,0,8,0,-4.395973154362416,0.18,-4.395973154362416
1001,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1002,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1003,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1004,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1005,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1006,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1007,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1008,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1009,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1010,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1011,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1012,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1013,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1014,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1015,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1016,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1017,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1018,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1019,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1020,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1021,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1022,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1023,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1024,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1025,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1026,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1027,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1028,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1029,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1030,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1031,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1032,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1033,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1034,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1035,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1036,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1037,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1038,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1039,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1040,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1041,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1042,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1043,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1044,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1045,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1046,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1047,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1048,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1049,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1050,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1051,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1052,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1053,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1054,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1055,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1056,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1057,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1058,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1059,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1060,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1061,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1062,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1063,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1064,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1065,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1066,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1067,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1068,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1069,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1070,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1071,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1072,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1073,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1074,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1075,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1076,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1077,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1078,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1079,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1080,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1081,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1082,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1083,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1084,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1085,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1086,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1087,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1088,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1089,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1090,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1091,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1092,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1093,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1094,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1095,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1096,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1097,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1098,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1099,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1100,0,8,0,-4.328859060402684,0.18,-4.328859060402684
1101,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1102,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1103,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1104,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1105,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1106,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1107,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1108,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1109,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1110,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1111,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1112,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1113,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1114,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1115,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1116,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1117,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1118,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1119,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1120,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1121,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1122,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1123,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1124,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1125,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1126,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1127,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1128,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1129,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1130,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1131,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1132,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1133,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1134,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1135,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1136,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1137,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1138,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1139,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1140,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1141,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1142,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1143,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1144,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1145,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1146,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1147,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1148,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1149,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1150,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1151,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1152,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1153,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1154,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1155,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1156,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1157,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1158,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1159,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1160,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1161,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1162,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1163,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1164,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1165,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1166,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1167,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1168,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1169,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1170,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1171,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1172,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1173,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1174,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1175,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1176,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1177,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1178,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1179,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1180,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1181,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1182,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1183,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1184,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1185,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1186,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1187,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1188,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1189,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1190,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1191,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1192,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1193,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1194,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1195,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1196,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1197,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1198,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1199,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1200,0,8,0,-4.2617449664429525,0.18,-4.2617449664429525
1201,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1202,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1203,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1204,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1205,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1206,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1207,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1208,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1209,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1210,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1211,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1212,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1213,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1214,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1215,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1216,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1217,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1218,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1219,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1220,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1221,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1222,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1223,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1224,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1225,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1226,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1227,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1228,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1229,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1230,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1231,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1232,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1233,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1234,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1235,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1236,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1237,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1238,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1239,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1240,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1241,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1242,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1243,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1244,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1245,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1246,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1247,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1248,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1249,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1250,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1251,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1252,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1253,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1254,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1255,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1256,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1257,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1258,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1259,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1260,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1261,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1262,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1263,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1264,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1265,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1266,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1267,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1268,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1269,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1270,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1271,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1272,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1273,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1274,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1275,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1276,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1277,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1278,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1279,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1280,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1281,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1282,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1283,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1284,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1285,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1286,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1287,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1288,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1289,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1290,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1291,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1292,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1293,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1294,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1295,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1296,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1297,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1298,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1299,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1300,0,8,0,-4.194630872483222,0.18,-4.194630872483222
1301,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1302,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1303,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1304,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1305,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1306,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1307,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1308,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1309,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1310,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1311,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1312,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1313,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1314,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1315,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1316,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1317,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1318,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1319,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1320,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1321,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1322,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1323,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1324,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1325,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1326,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1327,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1328,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1329,0,8,0,-4.12751677852349,0.18,-4.12751677852349
1330,0,8,0,-4.12751677852349,0.18,-4.12751677852349
