Trial,S1_A_val,S1_A_std,S1_B_val,S2_A_val,S2_A_std,S2_B_val,Decision (S1>S2)
3468,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3469,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3470,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3471,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3472,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3473,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3474,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3475,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3476,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3477,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3478,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3479,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3480,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3481,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3482,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3483,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3484,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3485,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3486,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3487,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3488,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3489,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3490,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3491,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3492,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3493,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3494,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3495,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3496,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3497,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3498,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3499,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3500,-10,0.18,10,-2.7181208053691277,0,-2.7181208053691277,1
3501,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3502,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3503,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3504,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3505,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3506,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3507,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3508,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3509,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3510,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3511,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3512,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3513,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3514,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3515,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3516,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3517,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3518,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3519,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3520,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3521,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3522,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3523,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3524,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3525,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3526,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3527,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3528,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3529,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3530,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3531,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3532,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3533,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3534,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3535,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3536,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3537,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3538,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3539,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3540,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3541,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3542,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3543,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3544,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3545,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3546,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3547,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3548,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3549,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3550,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3551,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3552,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3553,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3554,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3555,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3556,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3557,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3558,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3559,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3560,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3561,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3562,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3563,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3564,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3565,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3566,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3567,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3568,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3569,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3570,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3571,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3572,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3573,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3574,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3575,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3576,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3577,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3578,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3579,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3580,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3581,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3582,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3583,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3584,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3585,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3586,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3587,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3588,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3589,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3590,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3591,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3592,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3593,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3594,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3595,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3596,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3597,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3598,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3599,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3600,-10,0.18,10,-2.651006711409396,0,-2.651006711409396,1
3601,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3602,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3603,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3604,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3605,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3606,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3607,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3608,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3609,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3610,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3611,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3612,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3613,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3614,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3615,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3616,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3617,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3618,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3619,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3620,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3621,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3622,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3623,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3624,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3625,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3626,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3627,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3628,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3629,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3630,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3631,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3632,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3633,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3634,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3635,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3636,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3637,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3638,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3639,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3640,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3641,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3642,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3643,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3644,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3645,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3646,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3647,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3648,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3649,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3650,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3651,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3652,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3653,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3654,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3655,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3656,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3657,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3658,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3659,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3660,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3661,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3662,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3663,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3664,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3665,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3666,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3667,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3668,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3669,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3670,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3671,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3672,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3673,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3674,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3675,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3676,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3677,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3678,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3679,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3680,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3681,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3682,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3683,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3684,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3685,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3686,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3687,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3688,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3689,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3690,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3691,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3692,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3693,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3694,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3695,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3696,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3697,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3698,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3699,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3700,-10,0.18,10,-2.5838926174496644,0,-2.5838926174496644,1
3701,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3702,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3703,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3704,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3705,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3706,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3707,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3708,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3709,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3710,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3711,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3712,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3713,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3714,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3715,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3716,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3717,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3718,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3719,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3720,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3721,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3722,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3723,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3724,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3725,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3726,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3727,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3728,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3729,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3730,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3731,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3732,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3733,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3734,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3735,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3736,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3737,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3738,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3739,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3740,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3741,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3742,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3743,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3744,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3745,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3746,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3747,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3748,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3749,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3750,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3751,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3752,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3753,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3754,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3755,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3756,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3757,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3758,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3759,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3760,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3761,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3762,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3763,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3764,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3765,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3766,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3767,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3768,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3769,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3770,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3771,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3772,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3773,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3774,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3775,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3776,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3777,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3778,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3779,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3780,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3781,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3782,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3783,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3784,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3785,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3786,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3787,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3788,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3789,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3790,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3791,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3792,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3793,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3794,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3795,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3796,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3797,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3798,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3799,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3800,-10,0.18,10,-2.5167785234899327,0,-2.5167785234899327,1
3801,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3802,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3803,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3804,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3805,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3806,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3807,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3808,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3809,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3810,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3811,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3812,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3813,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3814,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3815,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3816,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3817,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3818,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3819,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3820,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3821,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3822,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3823,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3824,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3825,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3826,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3827,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3828,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3829,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3830,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3831,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3832,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3833,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3834,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3835,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3836,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3837,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3838,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3839,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3840,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3841,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3842,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3843,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3844,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3845,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3846,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3847,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3848,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3849,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3850,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3851,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3852,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3853,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3854,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3855,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3856,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3857,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3858,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
3859,-10,0.18,10,-2.4496644295302015,0,-2.4496644295302015,1
